id,juris,city,name,max_far,max_height,max_dua,max_du_per_parcel,HS,HT,HM,OF,HO,SC,IL,IW,IH,RS,RB,MR,MT,ME,plandate
20599,101,San Francisco,"RESIDENTIAL- MIXED, HIGH DENSITY-50-X",,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20601,101,San Francisco,"RESIDENTIAL- MIXED, HIGH DENSITY-65-85-N",4.8,105,217,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,
20603,101,San Francisco,"RESIDENTIAL- MIXED, HIGH DENSITY-65-A",4.8,130,217,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,
20604,101,San Francisco,"RESIDENTIAL- MIXED, HIGH DENSITY-65-N",4.8,130,217,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,
20605,101,San Francisco,"RESIDENTIAL- MIXED, HIGH DENSITY-80-A",4.8,160,217,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,
20607,101,San Francisco,"RESIDENTIAL- MIXED, HIGH DENSITY-80-B",4.8,240,217,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,
20608,101,San Francisco,"RESIDENTIAL- MIXED, HIGH DENSITY-OS",4.8,240,217,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,
20609,101,San Francisco,SOMA RESIDENTIAL- SERVICE-120-F,4.8,300,217,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,
20610,101,San Francisco,SOMA RESIDENTIAL- SERVICE-130-L,4.8,320,217,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,
20611,101,San Francisco,SOMA RESIDENTIAL- SERVICE-40-X/85-B,4.8,40,217,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,
20612,101,San Francisco,SOMA RESIDENTIAL- SERVICE-85-X,4.8,50,217,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,
20613,101,San Francisco,RESIDENTIAL TRANSIT ORIENTED DISTRICT-40-X,4.8,65,217,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,
20614,101,San Francisco,RESIDENTIAL TRANSIT ORIENTED DISTRICT-40-X/50-X,4.8,65,217,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,
20615,101,San Francisco,RESIDENTIAL TRANSIT ORIENTED DISTRICT-50-X,4.8,65,217,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,
20616,101,San Francisco,RESIDENTIAL TRANSIT ORIENTED DISTRICT-60/65-X,4.8,80,217,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,
20617,101,San Francisco,RESIDENTIAL TRANSIT ORIENTED DISTRICT-85-X,4.8,80,217,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,
20618,101,San Francisco,RESIDENTIAL TRANSIT ORIENTED DISTRICT-OS,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20619,101,San Francisco,RESIDENTIAL TRANSIT ORIENTED- MISSION-40-X,1.8,120,217,,0,1,1,0,1,1,1,1,0,1,0,1,1,0,
20620,101,San Francisco,RESIDENTIAL TRANSIT ORIENTED- MISSION-45-X,1.8,130,217,,0,1,1,0,1,1,1,1,0,1,0,1,1,0,
20621,101,San Francisco,RESIDENTIAL TRANSIT ORIENTED- MISSION-50-X,1.8,40,217,,0,1,1,0,1,1,1,1,0,1,0,1,1,0,
20622,101,San Francisco,RESIDENTIAL TRANSIT ORIENTED- MISSION-55-X,1.8,85,217,,0,1,1,0,1,1,1,1,0,1,0,1,1,0,
20623,101,San Francisco,RESIDENTIAL TRANSIT ORIENTED- MISSION-58-X,1.8,40,217,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,
20624,101,San Francisco,RESIDENTIAL TRANSIT ORIENTED- MISSION-65-B,1.8,40,217,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,
20625,101,San Francisco,RESIDENTIAL TRANSIT ORIENTED- MISSION-65-X,1.8,50,217,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,
20626,101,San Francisco,RESIDENTIAL TRANSIT ORIENTED- MISSION-80-B,1.8,65,217,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,
20627,101,San Francisco,RESIDENTIAL TRANSIT ORIENTED- MISSION-80-X,1.8,85,217,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,
20628,101,San Francisco,RESIDENTIAL TRANSIT ORIENTED- MISSION-OS,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20629,101,San Francisco,SOUTH BEACH DOWNTOWN RESIDENTIAL-105/200-R,1.8,40,217,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,
20630,101,San Francisco,SOUTH BEACH DOWNTOWN RESIDENTIAL-105-F,1.8,45,217,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,
20631,101,San Francisco,SOUTH BEACH DOWNTOWN RESIDENTIAL-65-X,1.8,50,217,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,
20632,101,San Francisco,SOMA SERVICE- LIGHT INDUSTRIAL-30-X,1.8,55,217,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,
20633,101,San Francisco,SOMA SERVICE- LIGHT INDUSTRIAL-40-X,1.8,58,217,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,
20634,101,San Francisco,SOMA SERVICE- LIGHT INDUSTRIAL-45-X,1.8,65,217,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,
20635,101,San Francisco,SOMA SERVICE- LIGHT INDUSTRIAL-50-X,1.8,65,217,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,
20636,101,San Francisco,SOMA SERVICE- LIGHT INDUSTRIAL-65-X,1.8,80,217,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,
20637,101,San Francisco,SOMA SERVICE- LIGHT INDUSTRIAL-85-X,1.8,80,217,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,
20638,101,San Francisco,SOMA SERVICE- LIGHT INDUSTRIAL- RESIDENTIAL-120-F,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20639,101,San Francisco,SOMA SERVICE- LIGHT INDUSTRIAL- RESIDENTIAL-160-M,,200,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
20640,101,San Francisco,SOMA SERVICE- LIGHT INDUSTRIAL- RESIDENTIAL-40-X,,105,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
20641,101,San Francisco,SOMA SERVICE- LIGHT INDUSTRIAL- RESIDENTIAL-50-X,,65,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
20642,101,San Francisco,SOMA SERVICE- LIGHT INDUSTRIAL- RESIDENTIAL-65-X,2.5,30,,,0,0,0,0,0,1,1,1,0,1,1,0,0,0,
20643,101,San Francisco,SOMA- SOUTH PARK-65-X,2.5,40,,,0,0,0,0,0,1,1,1,0,1,1,0,0,0,
20644,101,San Francisco,SOMA SERVICE/ SECONDARY/ OFFICE-40-X,2.5,45,,,0,0,0,0,0,1,1,1,0,1,1,0,0,0,
20645,101,San Francisco,SOMA SERVICE/ SECONDARY/ OFFICE-45-X,2.5,50,,,0,0,0,0,0,1,1,1,0,1,1,0,0,0,
20646,101,San Francisco,SOMA SERVICE/ SECONDARY/ OFFICE-65-X,2.5,65,,,0,0,0,0,0,1,1,1,0,1,1,0,0,0,
20647,101,San Francisco,TRANSBAY DOWNTOWN RESIDENTIAL-200-400-S,2.5,85,,,0,0,0,0,0,1,1,1,0,1,1,0,0,0,
20648,101,San Francisco,TRANSBAY DOWNTOWN RESIDENTIAL-200-S,2.5,120,218,,0,1,1,0,1,1,1,1,0,1,0,1,1,0,
20649,101,San Francisco,TRANSBAY DOWNTOWN RESIDENTIAL-50/165/400-TB,2.5,160,218,,0,1,1,0,1,1,1,1,0,1,0,1,1,0,
20650,101,San Francisco,TRANSBAY DOWNTOWN RESIDENTIAL-50/85/550-TB,2.5,40,218,,0,1,1,0,1,1,1,1,0,1,0,1,1,0,
20651,101,San Francisco,TRANSBAY DOWNTOWN RESIDENTIAL-65-X,2.5,50,218,,0,1,1,0,1,1,1,1,0,1,0,1,1,0,
20652,101,San Francisco,TRANSBAY DOWNTOWN RESIDENTIAL-80-X,2.5,65,218,,0,1,1,0,1,1,1,1,0,1,0,1,1,0,
20653,101,San Francisco,TRANSBAY DOWNTOWN RESIDENTIAL-OS,1.8,65,,,1,1,1,0,1,0,1,0,0,1,0,1,1,1,
20654,101,San Francisco,URBAN MIXED USE-40-X,3,40,218,,0,1,1,1,1,1,1,1,0,1,0,1,1,1,
20655,101,San Francisco,URBAN MIXED USE-45-X,3,45,218,,0,1,1,1,1,1,1,1,0,1,0,1,1,1,
20656,101,San Francisco,URBAN MIXED USE-48-X,4,65,218,,0,1,1,1,1,1,1,1,0,1,0,1,1,1,
20657,101,San Francisco,URBAN MIXED USE-50-X,,200,,,0,1,1,1,0,1,1,0,0,0,0,1,1,1,
20658,101,San Francisco,URBAN MIXED USE-55-X,,200,,,0,1,1,1,0,1,1,0,0,0,0,1,1,1,
20659,101,San Francisco,URBAN MIXED USE-58-X,,400,,,0,1,1,1,0,1,1,0,0,0,0,1,1,1,
20660,101,San Francisco,URBAN MIXED USE-65-X,,550,,,0,1,1,1,0,1,1,0,0,0,0,1,1,1,
20661,101,San Francisco,URBAN MIXED USE-68-X,,65,,,0,1,1,1,0,1,1,0,0,0,0,1,1,1,
20662,101,San Francisco,VV-MU3,,80,,,0,1,1,1,0,1,1,0,0,0,0,1,1,1,
20663,101,San Francisco,VV-OS,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20664,101,San Francisco,VV-R4,3,40,,,0,1,1,1,0,1,1,1,0,1,1,1,1,1,
20665,101,San Francisco,VV-R5,3,45,,,0,1,1,1,0,1,1,1,0,1,1,1,1,1,
20666,101,San Francisco,PARKMERCED-RESIDENTIAL-145-PM,3,48,,,0,1,1,1,0,1,1,1,0,1,1,1,1,1,
20667,101,Cupertino,A-215,4,50,,,0,1,1,1,0,1,1,1,0,1,1,1,1,1,
20668,101,Cupertino,R1,4,55,,,0,1,1,1,0,1,1,1,0,1,1,1,1,1,
20669,101,Cupertino,P(R1),4,58,,,0,1,1,1,0,1,1,1,0,1,1,1,1,1,
20670,101,Cupertino,R1-10,5,65,,,0,1,1,1,0,1,1,1,0,1,1,1,1,1,
20671,101,Cupertino,R1-10i,5,68,,,0,1,1,1,0,1,1,1,0,1,1,1,1,1,
20672,101,Cupertino,R1-20,,35,,,0,0,1,1,0,0,0,0,0,0,0,1,1,1,
20673,101,Cupertino,R1-22,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20674,101,Cupertino,R1-32.5,,45,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
20675,101,Cupertino,R1-5,,55,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
20676,101,Cupertino,P(R1-5),,45,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
40004,40,Cupertino,R1-6,0.45,28,0.202604651,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
40005,40,Cupertino,R1-6e,0.45,28,4.356,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
40006,40,Cupertino,R1-6i,0.45,28,4.356,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
40007,40,Cupertino,R1-7.5,0.45,28,4.356,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
40008,40,Cupertino,P(R1-7.5),0.45,18,4.356,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
40009,40,Cupertino,R1-7.5i,0.45,28,2.178,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
40010,40,Cupertino,R1-8,0.45,28,1.98,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
40011,40,Cupertino,R1-a,0.45,28,1.340307692,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
40012,40,Cupertino,R1C,0.45,28,8.712,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
40013,40,Cupertino,P(R1C),0.45,28,8.712,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
40014,40,Cupertino,R1C-2.9,0.45,28,7.26,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
40015,40,Cupertino,R1C-3.2,0.45,28,7.26,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
40016,40,Cupertino,R1C-7.5,0.45,18,7.26,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
40017,40,Cupertino,R2,0.45,28,5.808,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
40018,40,Cupertino,P(R2),0.45,28,5.808,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
40019,40,Cupertino,"P(R2, Mini-Stor)",0.45,18,5.808,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
40020,40,Cupertino,R2-4.25,0.45,28,5.445,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
40021,40,Cupertino,R2-4.25i,0.45,28,4.356,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
40022,40,Cupertino,R3,,30,15.02068966,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
40023,40,Cupertino,P(R3),,30,15.02068966,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
40024,40,Cupertino,R3-2.2,,30,15.02068966,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
40025,40,Cupertino,RHS-10,,30,13.6125,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
40026,40,Cupertino,RHS-100,,30,5.808,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
40027,40,Cupertino,RHS-12,,30,10.24941176,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
40028,40,Cupertino,RHS-120,,30,10.24941176,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
40029,40,Cupertino,RHS-15,,30,10.24941176,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,
40030,40,Cupertino,RHS-150,,30,10.24941176,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
40031,40,Cupertino,RHS-170,,30,10.24941176,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
40032,40,Cupertino,RHS-175,,30,14.0516129,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
40033,40,Cupertino,RHS-180,,30,14.0516129,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
40034,40,Cupertino,RHS-190,,30,19.8,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
40035,40,Cupertino,RHS-20,,30,4.356,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
40036,40,Cupertino,RHS-200,,30,0.4356,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
40037,40,Cupertino,RHS-21,,30,3.63,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
40038,40,Cupertino,RHS-218,,30,0.363,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
40039,40,Cupertino,RHS-240,,30,2.904,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
40040,40,Cupertino,RHS-260,,30,0.2904,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
40041,40,Cupertino,RHS-30,,30,0.256235294,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
40042,40,Cupertino,RHS-40,,30,0.248914285,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
40043,40,Cupertino,RHS-400,,30,0.242,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
40044,40,Cupertino,RHS-440,,30,2.287157894,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
40045,40,Cupertino,RHS-60,,30,2.178,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
40046,40,Cupertino,RHS-8,,30,0.2178,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
40047,40,Cupertino,RHS-80,,30,2.074285714,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
40048,40,Cupertino,RHS-90,,30,0.199816513,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
40049,40,Cupertino,CG,,30,0.1815,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
40050,40,Cupertino,P(CG),,30,0.167538461,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
40051,40,Cupertino,CG-rg,,30,1.452,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
40052,40,Cupertino,ML,,30,1.089,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
40053,40,Cupertino,P(ML),,30,0.1089,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
40054,40,Cupertino,ML-fa,,30,0.099,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
40055,40,Cupertino,ML-rc,,30,0.726,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
40056,40,Cupertino,OA,,30,5.445,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
40057,40,Cupertino,P(Off),,30,0.5445,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
40058,40,Cupertino,"P(BQ, Mini-Stor)",,30,0.484,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
40059,40,Cupertino,"P(CG, ML, BQ, Res 4-10)",2,30,,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,
40060,40,Cupertino,"P(CG, ML, O, Hotel, Regional Shopping)",2,30,,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,
40061,40,Cupertino,"P(CG, ML, Res 35)",2,30,,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,
40062,40,Cupertino,"P(CG, ML, Res 4-10)",1.2,40,,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,
40063,40,Cupertino,"P(CG, ML,, Hotel, Regional Shopping, Res)",1.2,40,,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,
40064,40,Cupertino,"P(CG, O)",1.2,40,,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,
40065,40,Cupertino,"P(CG, O, ML, Hotel)",1.2,40,,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,
40066,40,Cupertino,"P(CG,O)",0.8,30,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
40067,40,Cupertino,"P(CN, ML, Res 4-12)",0.8,30,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
40068,40,Cupertino,"P(Com, Off, Res 15-30)",,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
40069,40,Cupertino,"P(Com, Off, Res)",0.8,30,,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,
40070,40,Cupertino,"P(Com, Res 5-15)",1.2,40,,,0,0,0,0,1,0,0,0,0,1,1,0,0,0,
40071,40,Cupertino,"P(Comm, Ind, Off)",0.8,30,,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,
40072,40,Cupertino,"P(Comm, Off, Res 30)",0.8,30,,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,
40073,40,Cupertino,"P(Comm, Res)",1.2,40,,,0,0,0,0,1,0,0,0,0,1,1,0,1,0,
40074,40,Cupertino,P(Hotel),0.8,30,,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,
40075,40,Cupertino,"P(Rec, Enter)",1.2,40,,,0,0,0,1,1,0,0,0,0,1,0,0,0,0,
40076,40,Cupertino,"P(Rec, Enter, Ltd Com)",0.8,30,,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,
40077,40,Cupertino,P(Regional Shopping),0.8,30,,,0,0,1,0,0,0,1,0,0,0,1,0,0,1,
40078,40,Cupertino,P(Res 10-20 Mini-Stor),0.8,30,,,0,0,1,1,0,0,0,0,0,1,1,0,1,0,
40079,40,Cupertino,"P(Res, Com)",0.8,30,,,0,0,1,1,0,0,0,0,0,1,1,0,1,0,
40080,40,Cupertino,"P(Res, Com, Off, Ind, Hotel)",0.8,30,,,0,0,1,0,0,0,0,0,0,1,1,0,1,0,
40081,40,Cupertino,BA,0.8,30,,,0,0,0,1,0,0,1,0,0,1,1,0,0,0,
40082,40,Cupertino,P(BA),0.8,30,,,0,0,1,1,0,0,0,0,0,1,1,0,1,0,
40083,40,Cupertino,BQ,0.8,30,,,0,0,1,0,0,0,0,0,0,1,1,0,1,0,
40084,40,Cupertino,OS,1.2,40,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
40085,40,Cupertino,PR,0.8,30,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
40086,40,Cupertino,P(Institutional),0.8,30,,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,
40087,40,Cupertino,P(OP),0.8,30,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
40088,40,Cupertino,P,0.8,30,20,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,
40089,40,Cupertino,P(4.4-12),0.8,30,,,0,0,1,0,0,0,0,0,0,1,1,1,0,0,
40090,40,Cupertino,P(CN),1.2,40,,,0,0,1,1,1,0,1,0,0,1,1,1,0,0,
40091,40,Cupertino,P(R 4.4-12),,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
40092,40,Cupertino,P(R 4.4-7.7),,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
40093,40,Cupertino,P(R1 0-2),,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
40094,40,Cupertino,P(Res 10-20),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40095,40,Cupertino,P(Res 4.4-7.7),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40096,40,Cupertino,P(Res 4-8),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40097,40,Cupertino,P(Res 5-10),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40098,40,Cupertino,P(Res),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40099,40,Cupertino,P(Res)-70,,,12,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
40100,40,Cupertino,P(MP),,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
40101,40,Alameda,Ballena Isle,,,12,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
40102,40,Alameda,Island Auto Movie,,,7.7,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
40103,40,Alameda,Low Density Residential,,,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
40104,40,Alameda,Mariner Square,,,20,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
40105,40,Alameda,Medium Density Residential,,,7.7,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
40106,40,Alameda,Northern Waterfront (Grand Street to Willow Street),,,8,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
40107,40,Alameda,Northern Waterfront (Willow Street to Oak Street),,,10,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
40108,40,Alameda,Public/ Institutional,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40109,40,Albany,102 - Churches,,,70,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
40110,40,Albany,102 - City Property,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
60001,,Albany,102 - Commercial Recreation,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pre22
60002,,Albany,102 - Commercial/Service/Light Industrial,2,,,,0,0,0,1,1,1,0,0,0,1,1,0,1,1,Pre22
60003,,Albany,102 - Community Commercial,,,,,0,0,0,1,1,1,0,0,0,1,1,0,1,1,Pre22
60004,,Albany,102 - General Commercial,3,,,,0,0,0,1,1,1,0,0,0,1,0,0,1,1,Pre22
60005,,Albany,102 - High Density Residential,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Pre22
60006,,Albany,102 - Low Density Residential,0.5,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Pre22
60007,,Albany,102 - Medium Density Residential,,,,,0,0,0,1,1,1,0,0,0,1,1,0,1,1,Pre22
60008,,Albany,102 - Medium Density Residential/Recreational/Commercial,,,8.7,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pre22
60009,,Albany,102 - Park and Recreation,,,,,0,0,0,1,1,1,0,0,0,1,1,0,1,1,Pre22
60010,,Albany,102 - Planned Development (6 du/acre),,,21.8,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Pre22
60011,,Albany,102 - Planned Development (9 du/acre),2,,,,0,0,0,1,1,1,0,0,0,1,0,0,1,1,Pre22
60012,,Albany,102 - Planned Residential/Commercial,,,,,0,0,0,1,1,1,0,0,0,1,1,0,1,1,Pre22
60013,,Albany,102 - Public/Quasi Public,,,,,0,0,0,1,1,1,0,0,0,1,1,0,1,1,Pre22
60014,,Albany,102 - Research,0.45,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,1,Pre22
60015,,Albany,102 - Residential/Commercial,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pre22
60016,,Albany,102 - Residential/Recreational,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Pre22
60017,,Berkeley,103 - Avenue Commercial,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Pre22
60018,,Berkeley,103 - Downtown,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Pre22
60019,,Berkeley,103 - High Density Residential,,,,,0,0,0,1,1,1,0,0,0,1,1,0,1,1,Pre22
60020,,Berkeley,103 - Institutional,,,,,0,0,0,1,1,0,1,1,0,1,1,0,1,1,Pre22
60021,,Berkeley,103 - Low Density Residential,,,,,0,0,0,1,1,1,0,0,0,1,1,0,1,1,Pre22
60022,,Berkeley,103 - Low Medium Density Residential,0.5,45,,,0,0,0,1,1,1,0,0,0,1,1,0,1,1,Pre22
60023,,Berkeley,103 - Manufacturing,,35,87,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Pre22
60024,,Berkeley,103 - Manufacturing Mixed Use,,35,12,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pre22
60025,,Berkeley,103 - Medium Density Residential,,35,35,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Pre22
60026,,Berkeley,103 - Neighborhood Commercial,,,12,,0,1,1,1,1,0,0,0,0,1,1,0,1,1,Pre22
60027,,Berkeley,103 - Open Space,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pre22
60028,,Berkeley,R-S,,,6,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Pre22
60029,,Berkeley,R-SMU,,,9,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Pre22
60030,,Berkeley,C-DMU Core,,,12,,1,1,1,1,1,1,0,0,0,1,1,1,1,1,Pre22
60031,,Berkeley,C-DMU Outer Core,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Pre22
60032,,Berkeley,C-DMU Corridor,,,,,0,0,0,1,1,1,0,0,0,1,1,0,1,1,Pre22
60033,,Berkeley,R-Sh,,,12,,1,1,1,1,1,1,0,0,0,1,1,1,1,1,Pre22
60034,,Berkeley,C-DMU Buffer,,,12,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pre22
60035,,Fremont,105 - Agriculture,2,,25,,0,1,1,1,1,1,0,0,0,1,0,0,1,1,Pre22
60036,,Fremont,105 - Central Business District,3.5,,40,,0,1,1,1,1,1,0,0,0,1,1,0,1,1,Pre22
60037,,Fremont,105 - Community Commercial,,,100,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Pre22
60038,,Fremont,105 - General Industrial,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Pre22
60039,,Fremont,105 - HF OS,,,9,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pre22
60040,,Fremont,105 - High Density Residential,,,20,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Pre22
60041,,Fremont,105 - HIL OS,2,45,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Pre22
60042,,Fremont,105 - HVR COM,2,45,,,0,0,0,0,0,0,1,1,0,1,1,0,0,0,Pre22
